,ADDRESS,URM_CLASS,UPGRADE_STATUS,PARTIAL_UPGRADE,UPGRADE_DATE,UPGRADE_STANDARD,UPGRADE_PERMIT_NUMBER,UPGRADE_PERMIT_NOTES,YEAR_BUILT,STORY_COUNT,TAX_EXEMPT,NEIGHBORHOOD,LONG_ADDRESS,LONG,LAT
138,4621 NW ST HELENS RD,3,UNKNOWN,,,,, ,1952,1.0,,Linnton Neighborhood Association,4621 NW ST HELENS RD PORTLAND OREGON,-122.7350274,45.5555787
139,1936 N ALBERTA ST,3,UNKNOWN,,,,,,1921,1.0,,Overlook Neighborhood Association,1936 N ALBERTA ST PORTLAND OREGON,-122.6872271,45.5589333
140,5101 N INTERSTATE AV,3,REROOF,Reroof,1998,UBC,98-004506-CO,,1954,1.0,,Overlook Neighborhood Association,5101 N INTERSTATE AV PORTLAND OREGON,-122.6825903,45.5599681
141,1552 N KILLINGSWORTH ST,2,UNKNOWN,,,,,,1947,2.0,"Literary, Benevolent, Charitable Organizations",Overlook Neighborhood Association,1552 N KILLINGSWORTH ST PORTLAND OREGON,-122.6834425,45.5624304
142,2304 N KILLINGSWORTH ST,3,UNKNOWN,,,,,,1946,1.0,,Overlook Neighborhood Association,2304 N KILLINGSWORTH ST PORTLAND OREGON,-122.6901936,45.5625583
143,2149 N WILLAMETTE BLVD,2,UNKNOWN,,,,,,1927,2.0,"Church, Religious Organizations",Overlook Neighborhood Association,2149 N WILLAMETTE BLVD PORTLAND OREGON,-122.6897228,45.5622053
144,735 N ALBERTA ST,3,UNKNOWN,,,,,,1925,1.0,,Humboldt Neighborhood Association,735 N ALBERTA ST PORTLAND OREGON,-122.6747373,45.5592985
145,4729-4739 N ALBINA AVE,3,UNKNOWN,,,,,,1954,1.0,,Humboldt Neighborhood Association,4729-4739 N ALBINA AVE PORTLAND OREGON,-122.6752498,45.5573826
146,4932-4938 N ALBINA AV,3,UNKNOWN,,,,,,1927,1.0,,Humboldt Neighborhood Association,4932-4938 N ALBINA AV PORTLAND OREGON,-122.6747309,45.5588626
147,5020 N INTERSTATE AVE,3,UNKNOWN,,,,,,1931,1.0,,Overlook Neighborhood Association,5020 N INTERSTATE AVE PORTLAND OREGON,-122.681759,45.55946309999999
148,5340 N INTERSTATE AVE,2,UNKNOWN,,,,,,1910,3.0,Cities and Towns,Overlook Neighborhood Association,5340 N INTERSTATE AVE PORTLAND OREGON,-122.6818174,45.5617174
149,5210 N KERBY AVE,2,UNKNOWN,,,,,,1909,4.0,School Districts,Humboldt Neighborhood Association,5210 N KERBY AVE PORTLAND OREGON,-122.6716874,45.5618187
150,635 N KILLINGSWORTH CT,3,REROOF,Reroof,1997,UBC,917002537-CO,,1931,3.0,,Humboldt Neighborhood Association,635 N KILLINGSWORTH CT PORTLAND OREGON,-122.6737548,45.562102
151,710-718 N KILLINGSWORTH ST,3,UNKNOWN,,,,,,1911,2.0,,Humboldt Neighborhood Association,710-718 N KILLINGSWORTH ST PORTLAND OREGON,-122.6743203,45.5623753
152,930 N KILLINGSWORTH ST,4,UNKNOWN,,,,,,1946,1.0,,Humboldt Neighborhood Association,930 N KILLINGSWORTH ST PORTLAND OREGON,-122.6767625,45.562454
153,1004-1008 N KILLINGSWORTH ST,3,UNKNOWN,,,,,,1911,2.0,,Humboldt Neighborhood Association,1004-1008 N KILLINGSWORTH ST PORTLAND OREGON,-122.677215,45.5624664
154,1200-1218 N KILLINGSWORTH ST,3,UNKNOWN,,,,,,1927,1.0,,Overlook Neighborhood Association,1200-1218 N KILLINGSWORTH ST PORTLAND OREGON,-122.6793425,45.5624994
155,4720 N MARYLAND AV,3,UNKNOWN,,,,,,1923,2.0,Religious School/Student,Overlook Neighborhood Association,4720 N MARYLAND AV PORTLAND OREGON,-122.6807684,45.5572206
156,4619 N MICHIGAN AVE,3,PARTIAL,Other,2002,"FEMA 178,UBC",99-002913-CO / 00-168125-CO,"99 was upgrade to a portion
00 was another upgrade to a portion.  Unclear if full upgrade",1927,2.0,Cop Low Income Rental Housing,Humboldt Neighborhood Association,4619 N MICHIGAN AVE PORTLAND OREGON,-122.6775445,45.5565063
157,5308 N COMMERCIAL AV,3,UNKNOWN,,,,,,1923,3.0,Historic Property 15 Yr,Humboldt Neighborhood Association,5308 N COMMERCIAL AV PORTLAND OREGON,-122.6708026,45.5618762
158,10 N KILLINGSWORTH ST,3,UNKNOWN,,,,,,1926,2.0,Alternative Energy,Humboldt Neighborhood Association,10 N KILLINGSWORTH ST PORTLAND OREGON,-122.6672719,45.5625965
159,118 N KILLINGSWORTH ST,3,PARTIAL,Other,2007,IBC 2003,06-173054-CO,,1909,2.0,,Humboldt Neighborhood Association,118 N KILLINGSWORTH ST PORTLAND OREGON,-122.6684137,45.56255970000001
160,430 N KILLINGSWORTH ST,3,UNKNOWN,,,,,,1933,2.0,Historic Property 15 Yr,Humboldt Neighborhood Association,430 N KILLINGSWORTH ST PORTLAND OREGON,-122.670823,45.5624455
161,5416 N VANCOUVER AV,3,UNKNOWN,,,,,,1945,1.0,,Humboldt Neighborhood Association,5416 N VANCOUVER AV PORTLAND OREGON,-122.6684546,45.5623288
162,4601 N WILLIAMS AVE,3,UNKNOWN,,,,,,1910,2.0,,Humboldt Neighborhood Association,4601 N WILLIAMS AVE PORTLAND OREGON,-122.6669337,45.5565355
163,4734 N WILLIAMS AVE,3,UNKNOWN,,,,,,1953,1.0,,Humboldt Neighborhood Association,4734 N WILLIAMS AVE PORTLAND OREGON,-122.6664676,45.557528
164,4611 NE M L KING BLVD,3,UNKNOWN,,,,,,1948,2.0,,King Neighborhood Association,4611 NE M L KING BLVD PORTLAND OREGON,-122.6619146,45.556828
165,4829 NE M L KING BLVD,3,UNKNOWN,,,,,,1928,2.0,,King Neighborhood Association,4829 NE M L KING BLVD PORTLAND OREGON,-122.6618676,45.5578598
166,701-713 NE ALBERTA ST,3,UNKNOWN,,,,,,1926,1.0,,King Neighborhood Association,701-713 NE ALBERTA ST PORTLAND OREGON,-122.6582211,45.559245
167,714 NE ALBERTA ST ,3,UNKNOWN,,,,,,1951,2.0,Lease/Purchase Non-Profit or Public Body,King Neighborhood Association,714 NE ALBERTA ST  PORTLAND OREGON,-122.6581025,45.5589749
168,4950 NE M L KING BLVD,3,UNKNOWN,,,,,,1914,2.0,"Literary, Benevolent, Charitable Organizations",King Neighborhood Association,4950 NE M L KING BLVD PORTLAND OREGON,-122.6612194,45.55894259999999
169,5118-5132 NE M L KING BLV,3,UNKNOWN,,,,,,1927,1.0,,King Neighborhood Association,5118-5132 NE M L KING BLV PORTLAND OREGON,-122.6612253,45.5602112
170,4941 NE 17TH AV,3,UNKNOWN,,,,,,1926,2.0,"Literary, Benevolent, Charitable Organizations",Vernon Neighborhood Association,4941 NE 17TH AV PORTLAND OREGON,-122.6478977,45.5589402
171,4801 NE 19TH AV,2,UNKNOWN,,,,,,1907,1.0,"Church, Religious Organizations",Vernon Neighborhood Association,4801 NE 19TH AV PORTLAND OREGON,-122.6460786,45.5578712
172,1627 NE ALBERTA ST,3,UNKNOWN,,,,,,1909,1.0,,Vernon Neighborhood Association,1627 NE ALBERTA ST PORTLAND OREGON,-122.6481422,45.559264
173,1631-1639 NE ALBERTA,3,UNKNOWN,,,,,,1906,1.0,,Vernon Neighborhood Association,1631-1639 NE ALBERTA PORTLAND OREGON,-122.6479557,45.5592726
174,1801-1807 NE ALBERTA ST,3,UNKNOWN,,,,,,1914,2.0,,Vernon Neighborhood Association,1801-1807 NE ALBERTA ST PORTLAND OREGON,-122.6465092,45.5592298
175,2000 NE ALBERTA ST ,3,PARTIAL,Other,SEP 2017,"ASCE 41,OSSC",15-270463-CO,Half of the building fully upgraded (btwn grids 4 and 6) other half partially upgraded.,1913,1.0,,Vernon Neighborhood Association,2000 NE ALBERTA ST  PORTLAND OREGON,-122.6446468,45.55891990000001
176,2035 NE ALBERTA ST,3,FULL,,2012,IBC 2009,11-111994-CO,Change of occupancy and 2 story addition in back.,1953,1.0,,Vernon Neighborhood Association,2035 NE ALBERTA ST PORTLAND OREGON,-122.644136,45.5592772
177,2203-2217 NE ALBERTA ST,3,UNKNOWN,,,,,,1924,1.0,,Concordia Neighborhood Association,2203-2217 NE ALBERTA ST PORTLAND OREGON,-122.6425893,45.5592149
178,2640 NE ALBERTA ST,3,FULL,,2003,UBC,02-129682-CO,"Full seismic upgrade.  LFRS new concrete shear walls.

TRACs 02-129682-CO ""interior seismic reinforcement structure…"" Structural Checksheet indicates: Anchors - adhesive, anchors - cast-in-place, reinforced concrete, structural steel. Wall type unknown. MICROFILM: ""seismic retro-fit of the existing unreinforc",1920,1.0,,Concordia Neighborhood Association,2640 NE ALBERTA ST PORTLAND OREGON,-122.6382195,45.5588252
179,2805 NE ALBERTA ST,3,UNKNOWN,,,,,,1950,1.0,,Concordia Neighborhood Association,2805 NE ALBERTA ST PORTLAND OREGON,-122.6367053,45.5591661
180,2909-2913 NE ALBERTA ST ,3,UNKNOWN,,,,,,1912,1.0,,Concordia Neighborhood Association,2909-2913 NE ALBERTA ST  PORTLAND OREGON,-122.635522,45.5592101
181,2924 NE ALBERTA ST ,3,UNKNOWN,,,,,,1926,1.0,,Concordia Neighborhood Association,2924 NE ALBERTA ST  PORTLAND OREGON,-122.6353079,45.55894989999999
182,3003 NE ALBERTA ST,3,UNKNOWN,,,,,,1925,1.0,Alternative Energy,Concordia Neighborhood Association,3003 NE ALBERTA ST PORTLAND OREGON,-122.6345537,45.5592955
183,3000-3014 NE KILLINGSWORTH ST,3,UNKNOWN,,,,,,1928,1.0,,Concordia Neighborhood Association,3000-3014 NE KILLINGSWORTH ST PORTLAND OREGON,-122.6345618,45.5624926
184,3276-3286 NE KILLINGSWORTH ST ,3,PARTIAL,Other,2005,Voluntary,04-064456-REV-02-C0,,1930,1.0,,Concordia Neighborhood Association,3276-3286 NE KILLINGSWORTH ST  PORTLAND OREGON,-122.6309699,45.5624379
185,2903 NE PRESCOTT ST,3,UNKNOWN,,,,,,1922,1.0,,Concordia Neighborhood Association,2903 NE PRESCOTT ST PORTLAND OREGON,-122.635589,45.55559
186,2700 NE SUMNER ST,2,UNKNOWN,,,,,,1910,2.0,"Church, Religious Organizations",Concordia Neighborhood Association,2700 NE SUMNER ST PORTLAND OREGON,-122.637581,45.5600988
187,4905-4909 NE 42ND AVE,3,PARTIAL,Other,2004,"FEMA 178,Voluntary",04-067798-CO,,1948,1.0,,Concordia Neighborhood Association,4905-4909 NE 42ND AVE PORTLAND OREGON,-122.6207157,45.5584082
188,5125 NE 42ND AVE,3,UNKNOWN,,,,,,1947,1.0,,Concordia Neighborhood Association,5125 NE 42ND AVE PORTLAND OREGON,-122.6206586,45.5599844
189,5403 NE 42ND AVE,3,UNKNOWN,Other,,OSSC,18-237375-CO,Front wall plywood shear wall upgraded.  Side walls are urm.,1955,1.0,,Concordia Neighborhood Association,5403 NE 42ND AVE PORTLAND OREGON,-122.6208136,45.5621552
190,5421-5429 NE 42ND AVE ,3,UNKNOWN,,,,,,1953,1.0,,Concordia Neighborhood Association,5421-5429 NE 42ND AVE  PORTLAND OREGON,-122.6207168,45.5623421
191,4636 NE 42ND AVE,3,UNKNOWN,,,,,,1954,1.0,,Cully Association of Neighbors,4636 NE 42ND AVE PORTLAND OREGON,-122.619929,45.5572726
192,5124 NE 42ND AVE,3,UNKNOWN,,,,,,1949,1.0,,Cully Association of Neighbors,5124 NE 42ND AVE PORTLAND OREGON,-122.620217,45.5599304
193,4600 NE KILLINGSWORTH ST,4,UNKNOWN,,,,,,1954,1.0,,Cully Association of Neighbors,4600 NE KILLINGSWORTH ST PORTLAND OREGON,-122.6157597,45.5624871
194,4602 NE KILLINGSWORTH ST,4,UNKNOWN,,,,,,1950,1.0,,Cully Association of Neighbors,4602 NE KILLINGSWORTH ST PORTLAND OREGON,-122.6155674,45.5626
195,5745 NE PRESCOTT ST,3,UNKNOWN,,,,,,1937,1.0,,Cully Association of Neighbors,5745 NE PRESCOTT ST PORTLAND OREGON,-122.6031583,45.5556738
196,6337 NE ALBERTA ST,4,UNKNOWN,,,,,,1943,1.0,,Cully Association of Neighbors,6337 NE ALBERTA ST PORTLAND OREGON,-122.5972667,45.5593251
197,4620 NE CULLY BLVD,3,UNKNOWN,,,,,,1946,1.0,,Cully Association of Neighbors,4620 NE CULLY BLVD PORTLAND OREGON,-122.5990555,45.5572322
198,6208 NE KILLINGSWORTH ST,4,UNKNOWN,,,,,,1934,1.0,,Cully Association of Neighbors,6208 NE KILLINGSWORTH ST PORTLAND OREGON,-122.5987919,45.5622908
199,7450 NE KILLINGSWORTH ST,3,UNKNOWN,,,,,,1948,1.0,,Cully Association of Neighbors,7450 NE KILLINGSWORTH ST PORTLAND OREGON,-122.5857442,45.5623704
200,8102 NE KILLINGSWORTH ST,3,UNKNOWN,,,,,,1951,2.0,,Cully Association of Neighbors,8102 NE KILLINGSWORTH ST PORTLAND OREGON,-122.5791745,45.5623318
201,8811 NE SANDY BLVD,3,UNKNOWN,,,,,,1947,2.0,,Sumner Association of Neighbors,8811 NE SANDY BLVD PORTLAND OREGON,-122.5720324,45.5553855
202,8868 NE SANDY BLVD,3,UNKNOWN,,,,,,1946,1.0,,Sumner Association of Neighbors,8868 NE SANDY BLVD PORTLAND OREGON,-122.5707911,45.555412
203,8878 NE SANDY BLVD,3,UNKNOWN,,,,,,1929,1.0,,Sumner Association of Neighbors,8878 NE SANDY BLVD PORTLAND OREGON,-122.5706402,45.5554602
204,9041-9049 NE SANDY BLVD,4,UNKNOWN,,,,,,1948,1.0,,Sumner Association of Neighbors,9041-9049 NE SANDY BLVD PORTLAND OREGON,-122.5694752,45.5564549
205,4815 NE 97TH AVE,3,UNKNOWN,,,,,,1947,1.0,,Parkrose Neighborhood Association,4815 NE 97TH AVE PORTLAND OREGON,-122.5631218,45.5580868
206,9819 NE PRESCOTT ST,3,UNKNOWN,,,,,,1947,2.0,,Parkrose Neighborhood Association,9819 NE PRESCOTT ST PORTLAND OREGON,-122.5615438,45.5556316
207,10010 NE SANDY,3,UNKNOWN,,,,,Original footprint constructed in 1950.  (2) story addition to the east in 1991 and addition to the west in 2004.,1950,1.0,,Parkrose Neighborhood Association,10010 NE SANDY PORTLAND OREGON,-122.5594764,45.55900399999999
208,4844 NE 103RD AVE,4,UNKNOWN,,,,,,1940,1.0,,Parkrose Neighborhood Association,4844 NE 103RD AVE PORTLAND OREGON,-122.5565285,45.5586092
209,4833 NE 106TH AVE,4,UNKNOWN,,,,,,1948,1.0,,Parkrose Neighborhood Association,4833 NE 106TH AVE PORTLAND OREGON,-122.554096,45.5582579
210,4800-4808 NE 108TH AVE,3,UNKNOWN,,,,,,1949,1.0,,Parkrose Neighborhood Association,4800-4808 NE 108TH AVE PORTLAND OREGON,-122.5513612,45.5578533
211,10410 NE SANDY BLVD,3,UNKNOWN,,,,,,1954,1.0,,Parkrose Neighborhood Association,10410 NE SANDY BLVD PORTLAND OREGON,-122.5554336,45.5587917
212,10434 NE SANDY BLVD,3,UNKNOWN,,,,,,1954,1.0,,Parkrose Neighborhood Association,10434 NE SANDY BLVD PORTLAND OREGON,-122.5548958,45.5585611
213,10504 NE SANDY BLVD,3,UNKNOWN,,,,,,1920,2.0,,Parkrose Neighborhood Association,10504 NE SANDY BLVD PORTLAND OREGON,-122.554507,45.55855100000001
214,10518 NE SANDY BLVD,3,UNKNOWN,,,,,,1921,1.0,,Parkrose Neighborhood Association,10518 NE SANDY BLVD PORTLAND OREGON,-122.5543788,45.558643
215,10602-26 NE SANDY BLVD,3,UNKNOWN,,,,,,1920,1.0,,Parkrose Neighborhood Association,10602-26 NE SANDY BLVD PORTLAND OREGON,-122.5535855,45.5585916
216,10634 NE SANDY BLVD,3,UNKNOWN,,,,,,1920,2.0,,Parkrose Neighborhood Association,10634 NE SANDY BLVD PORTLAND OREGON,-122.5529767,45.5584627
217,10802-10820 NE SANDY BLVD,3,UNKNOWN,,,,,,1949,1.0,,Parkrose Neighborhood Association,10802-10820 NE SANDY BLVD PORTLAND OREGON,-122.5513656,45.5582682
218,10942 NE SANDY BLVD,4,UNKNOWN,,,,,,1942,1.0,,Parkrose Neighborhood Association,10942 NE SANDY BLVD PORTLAND OREGON,-122.549839,45.5581961
219,11320 NE MARX ST,3,UNKNOWN,,,,,,1938,1.0,,Parkrose Neighborhood Association,11320 NE MARX ST PORTLAND OREGON,-122.5456978,45.5597229
220,11257 NE SANDY BLVD,4,UNKNOWN,,,,,,1949,1.0,,Parkrose Neighborhood Association,11257 NE SANDY BLVD PORTLAND OREGON,-122.5463276,45.5583302
221,11323 NE SANDY BLVD,4,UNKNOWN,,,,,,1913,1.0,,Parkrose Neighborhood Association,11323 NE SANDY BLVD PORTLAND OREGON,-122.5455765,45.5582411
222,11401 NE SANDY BLVD,3,UNKNOWN,,,,,,1949,1.0,"Literary, Benevolent, Charitable Organizations",Parkrose Neighborhood Association,11401 NE SANDY BLVD PORTLAND OREGON,-122.5449811,45.5581781
223,11401 NE SANDY BLVD,4,UNKNOWN,,,,,,1949,1.0,"Literary, Benevolent, Charitable Organizations",Parkrose Neighborhood Association,11401 NE SANDY BLVD PORTLAND OREGON,-122.5449811,45.5581781
224,11606 NE SANDY BLVD,4,UNKNOWN,,,,,,1934,1.0,,Parkrose Neighborhood Association,11606 NE SANDY BLVD PORTLAND OREGON,-122.5430138,45.5576204
225,11724 NE SANDY BLVD,3,UNKNOWN,,,,,,1946,1.0,,Parkrose Neighborhood Association,11724 NE SANDY BLVD PORTLAND OREGON,-122.541726,45.5573327
226,11724 NE SANDY BLVD,3,UNKNOWN,,,,,,1946,1.0,,Parkrose Neighborhood Association,11724 NE SANDY BLVD PORTLAND OREGON,-122.541726,45.5573327
227,4465 NW YEON AVE,3,UNKNOWN,,,OSSC,16-154667-CO,Change of occupancy to marijuana dispensary.,1944,2.0,,,4465 NW YEON AVE PORTLAND OREGON,-122.7323701,45.5543136
228,3706-3714 N MISSISSIPPI AVE,2,UNKNOWN,,,,,,1931,2.0,,Boise Neighborhood Association,3706-3714 N MISSISSIPPI AVE PORTLAND OREGON,-122.6752342,45.5498696
229,3917 N MISSISSIPPI AV,3,FULL,,2015,IBC 2012,14-107575-CO,,1955,1.0,,Boise Neighborhood Association,3917 N MISSISSIPPI AV PORTLAND OREGON,-122.6758258,45.5511556
230,3951 N MISSISSIPPI AVE,3,UNKNOWN,,,,,,1928,1.0,,Boise Neighborhood Association,3951 N MISSISSIPPI AVE PORTLAND OREGON,-122.6757973,45.5515759
231,3955-3957 N MISSISSIPPI AVE,3,UNKNOWN,,,,,,1936,2.0,,Boise Neighborhood Association,3955-3957 N MISSISSIPPI AVE PORTLAND OREGON,-122.6758451,45.5517031
232,4057 N MISSISSIPPI AV,3,FULL,,2006,ASCE 31,05-179004-CO,change of occupancy,1923,2.0,,Boise Neighborhood Association,4057 N MISSISSIPPI AV PORTLAND OREGON,-122.6757202,45.5529681
233,4301-4307 N MISSISSIPPI AVE,3,UNKNOWN,Unknown,2000,FEMA 178,92-006669-CO / 96-003971-CO / 99-129876-CO,,1910,2.0,Religious School/Student,Humboldt Neighborhood Association,4301-4307 N MISSISSIPPI AVE PORTLAND OREGON,-122.675822,45.5548261
234,3535 N VANCOUVER AV,3,UNKNOWN,,,,,,1951,1.0,,Boise Neighborhood Association,3535 N VANCOUVER AV PORTLAND OREGON,-122.6681574,45.5488848
235,3508 N WILLIAMS AV,3,FULL,,2016,"ASCE 7-05,IBC 2006,OSSC",09-129200-CO,change of occupancy,1933,1.0,,Boise Neighborhood Association,3508 N WILLIAMS AV PORTLAND OREGON,-122.6663048,45.5486922
236,3808 N WILLIAMS AVE,3,FULL,,2012,IBC 2003,05-169222-CO   07-124263-CO,Change of occupancy two phases,1946,1.0,,Boise Neighborhood Association,3808 N WILLIAMS AVE PORTLAND OREGON,-122.6663723,45.5501766
237,3901 N WILLIAMS AV,3,UNKNOWN,Unknown,2004,UBC,04-018431-CO,"change of occpancy
phased seismic agreement expired July 31, 2014",1914,1.0,,Boise Neighborhood Association,3901 N WILLIAMS AV PORTLAND OREGON,-122.6669547,45.551018
238,3922-3928 N WILLIAMS AVE,3,UNKNOWN,,,,,,1911,2.0,,Boise Neighborhood Association,3922-3928 N WILLIAMS AVE PORTLAND OREGON,-122.6664105,45.551221
239,3954 N WILLIAMS AV,3,UNKNOWN,,,,,,1935,2.0,,Boise Neighborhood Association,3954 N WILLIAMS AV PORTLAND OREGON,-122.6664282,45.5517419
240,4003-4019 N WILLIAMS AVE,3,FULL,,2013,ASCE 31,13-11596-CO,change of occupancy trigger,1949,1.0,,Boise Neighborhood Association,4003-4019 N WILLIAMS AVE PORTLAND OREGON,-122.6670885,45.5523025
241,4306 N WILLIAMS AVE,3,UNKNOWN,,,,,,1949,1.0,,Humboldt Neighborhood Association,4306 N WILLIAMS AVE PORTLAND OREGON,-122.6665414,45.55470769999999
242,3807 NE M L KING BLVD ,3,UNKNOWN,,,,,"
",1947,1.0,Lease/Purchase Non-Profit or Public Body,Northwest District Association,3807 NE M L KING BLVD  PORTLAND OREGON,-122.661826,45.55025610000001
243,4401 NE M L KING BLVD,3,UNKNOWN,,,,,,1947,1.0,,King Neighborhood Association,4401 NE M L KING BLVD PORTLAND OREGON,-122.6619184,45.5548939
244,4222 NE 12TH AVE,2,UNKNOWN,,,,,,1951,2.0,"Church, Religious Organizations",Sabin Community Association,4222 NE 12TH AVE PORTLAND OREGON,-122.6530837,45.554147
245,1237 NE FAILING ST,3,UNKNOWN,,,,,,1924,1.0,"Church, Religious Organizations",Sabin Community Association,1237 NE FAILING ST PORTLAND OREGON,-122.6529296,45.5509419
246,1123 NE FREMONT ST,4,UNKNOWN,,,,,,1933,1.0,,Sabin Community Association,1123 NE FREMONT ST PORTLAND OREGON,-122.6541806,45.5483884
247,1339 NE FREMONT ST,3,UNKNOWN,,,,,,1927,1.0,,Sabin Community Association,1339 NE FREMONT ST PORTLAND OREGON,-122.6519651,45.5483745
248,3526 NE M L KING BLVD ,3,UNKNOWN,,,,,,1931,1.0,,King Neighborhood Association,3526 NE M L KING BLVD  PORTLAND OREGON,-122.661252,45.5487467
249,3606 NE M L KING BLVD,4,UNKNOWN,,,,,,,1.0,,King Neighborhood Association,3606 NE M L KING BLVD PORTLAND OREGON,-122.661248,45.54892
250,3716-3726 NE M L KING BLV,3,UNKNOWN,,,,,,1940,1.0,Lease/Purchase Non-Profit or Public Body,King Neighborhood Association,3716-3726 NE M L KING BLV PORTLAND OREGON,-122.6612365,45.5497751
251,1460 NE PRESCOTT ST,3,UNKNOWN,,,,,,1909,1.0,,Sabin Community Association,1460 NE PRESCOTT ST PORTLAND OREGON,-122.6506405,45.5553408
252,4623-4627 NE FREMONT ST,3,UNKNOWN,,,,,,1926,1.0,,Beaumont-Wilshire Neighborhood Association,4623-4627 NE FREMONT ST PORTLAND OREGON,-122.6155521,45.5484626
253,4633-4641 NE FREMONT ST,3,UNKNOWN,,,,,,1928,1.0,,Beaumont-Wilshire Neighborhood Association,4633-4641 NE FREMONT ST PORTLAND OREGON,-122.6153266,45.5484526
254,5015 NE FREMONT ST,3,UNKNOWN,,,,,,1951,1.0,,Cully Association of Neighbors,5015 NE FREMONT ST PORTLAND OREGON,-122.6108383,45.5484907
255,5111 NE FREMONT ST,4,UNKNOWN,,,,,,1946,1.0,,Cully Association of Neighbors,5111 NE FREMONT ST PORTLAND OREGON,-122.6098355,45.5484826
256,3944 NE CULLY BLVD,3,UNKNOWN,,,,,,1930,1.0,,Cully Association of Neighbors,3944 NE CULLY BLVD PORTLAND OREGON,-122.6038886,45.5515353
257,4016-4046 NE CULLY BLVD,3,UNKNOWN,,,,,,1945,1.0,,Cully Association of Neighbors,4016-4046 NE CULLY BLVD PORTLAND OREGON,-122.6031689,45.5522525
258,7305 NE FREMONT,4,UNKNOWN,,,,,,1955,1.0,,Roseway Neighborhood Association,7305 NE FREMONT PORTLAND OREGON,-122.5874668,45.5484205
259,7229 NE SANDY,2,UNKNOWN,,,,,,1925,1.0,,Roseway Neighborhood Association,7229 NE SANDY PORTLAND OREGON,-122.5884784,45.5488394
260,7314-7320 NE SANDY,3,UNKNOWN,,,,,,1922,1.0,Lease/Purchase Non-Profit or Public Body,Roseway Neighborhood Association,7314-7320 NE SANDY PORTLAND OREGON,-122.5875282,45.5486637
261,7430-7440 NE SANDY,3,UNKNOWN,,,,,,1929,1.0,,Roseway Neighborhood Association,7430-7440 NE SANDY PORTLAND OREGON,-122.5860948,45.549247
262,7745 NE SANDY,3,UNKNOWN,,,,,,1947,1.0,,Roseway Neighborhood Association,7745 NE SANDY PORTLAND OREGON,-122.5830607,45.5508764
263,8235 NE BEECH ST,3,UNKNOWN,,,,,,1951,1.0,,Madison South Neighborhood Association,8235 NE BEECH ST PORTLAND OREGON,-122.5778952,45.5497731
264,8403-8407 NE FREMONT ST,4,UNKNOWN,,,,,,1960,1.0,,Madison South Neighborhood Association,8403-8407 NE FREMONT ST PORTLAND OREGON,-122.5765372,45.5483444
265,8505-35 NE FREMONT ST,3,UNKNOWN,,,,,,1948,1.0,,Madison South Neighborhood Association,8505-35 NE FREMONT ST PORTLAND OREGON,-122.5760522,45.5483245
266,10636 NE PRESCOTT ST,3,UNKNOWN,,,,,,1949,1.0,School Districts,Parkrose Neighborhood Association,10636 NE PRESCOTT ST PORTLAND OREGON,-122.5529517,45.5550043
267,3335-3347 NW ST HELENS ,3,UNKNOWN,,,,,,1947,1.0,,,3335-3347 NW ST HELENS  PORTLAND OREGON,-122.7250284,45.5463307
268,3333 NW 35TH AVE,3,UNKNOWN,,,,,,1951,2.0,,,3333 NW 35TH AVE PORTLAND OREGON,-122.719978,45.546709
269,2640 NW ALEXANDRA AV,3,PARTIAL,Other,2007,Voluntary,06-144902-CO,,1917,2.0,"Literary, Benevolent, Charitable Organizations",Northwest District Association,2640 NW ALEXANDRA AV PORTLAND OREGON,-122.7226305,45.5416253
270,3250 NW ST HELENS RD,3,UNKNOWN,,,,,,1954,1.0,,,3250 NW ST HELENS RD PORTLAND OREGON,-122.7224847,45.5463201
271,2707-2860 NW 29TH AV,3,UNKNOWN,,,,,USE/OCCUPANCY CLASSIFICATION UNKNOWN,1949,1.0,Lease/Purchase Non-Profit or Public Body,,2707-2860 NW 29TH AV PORTLAND OREGON,-122.7117211,45.5413937
272,2526 NW YEON AV,3,UNKNOWN,,,,,,1923,3.0,,,2526 NW YEON AV PORTLAND OREGON,-122.698484,45.5416116
273,2651 N ALBINA AV,3,UNKNOWN,,,,,,1948,2.0,,Eliot Neighborhood Association,2651 N ALBINA AV PORTLAND OREGON,-122.6749804,45.5417838
274,750 N FREMONT ST,3,UNKNOWN,,,,,,1951,1.0,,Boise Neighborhood Association,750 N FREMONT ST PORTLAND OREGON,-122.6744125,45.5476197
275,2648 N INTERSTATE AVE,4,UNKNOWN,,,,,,1890,2.0,,Eliot Neighborhood Association,2648 N INTERSTATE AVE PORTLAND OREGON,-122.6769425,45.541792
276,843 N KNOTT ST,3,UNKNOWN,,,,17-249459-CO,re roof maybe some other voluntary work.  Verify when permit is final.,1910,3.0,,Eliot Neighborhood Association,843 N KNOTT ST PORTLAND OREGON,-122.675582,45.542083
277,703 N RUSSELL ST,3,UNKNOWN,,,,,,1912,2.0,,Eliot Neighborhood Association,703 N RUSSELL ST PORTLAND OREGON,-122.6735058,45.5411875
